"Reporting starts","Reporting ends","Campaign name","Campaign delivery","Ad set budget","Ad set budget type","Amount spent (USD)",Reach,Impressions,Results,"Result indicator","Cost per results",Leads,"Cost per lead (USD)",actions:click_to_call_native_call_placed,Contacts,"Cost per contact (USD)"
2026-05-10,2026-05-10,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-05-10,2026-05-10,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-10,2026-05-10,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-10,2026-05-10,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-10,2026-05-10,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-05-10,2026-05-10,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-05-10,2026-05-10,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-05-10,2026-05-10,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-10,2026-05-10,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-10,2026-05-10,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-10,2026-05-10,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-10,2026-05-10,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-10,2026-05-10,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-10,2026-05-10,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-10,2026-05-10,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-10,2026-05-10,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-09,2026-05-09,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-05-09,2026-05-09,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-09,2026-05-09,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-09,2026-05-09,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,1.51,54,65,,,,,,,,
2026-05-09,2026-05-09,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-09,2026-05-09,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,2.35,154,166,,,,,,,,
2026-05-09,2026-05-09,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-09,2026-05-09,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,1.37,71,84,,,,,,,,
2026-05-09,2026-05-09,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,12.45,831,1103,,,,,,,,
2026-05-09,2026-05-09,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,14.63,632,815,,,,,,,,
2026-05-09,2026-05-09,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-09,2026-05-09,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-09,2026-05-09,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,7.59,438,592,,,,,,,,
2026-05-09,2026-05-09,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-05-09,2026-05-09,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-09,2026-05-09,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-09,2026-05-09,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-09,2026-05-09,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-05-09,2026-05-09,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-05-09,2026-05-09,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-05-09,2026-05-09,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-09,2026-05-09,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-09,2026-05-09,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-09,2026-05-09,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-09,2026-05-09,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-09,2026-05-09,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-09,2026-05-09,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-09,2026-05-09,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-09,2026-05-09,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-08,2026-05-08,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-05-08,2026-05-08,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-08,2026-05-08,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-08,2026-05-08,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,3.55,131,147,,,,,,,,
2026-05-08,2026-05-08,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-08,2026-05-08,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,4.45,173,207,,,,,,,,
2026-05-08,2026-05-08,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-08,2026-05-08,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,2.1,81,112,,,,,,,,
2026-05-08,2026-05-08,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,12.65,660,902,,,,,,,,
2026-05-08,2026-05-08,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,16.97,561,766,,,,,,,,
2026-05-08,2026-05-08,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-08,2026-05-08,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-08,2026-05-08,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,8.64,581,747,,,,,,,,
2026-05-08,2026-05-08,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-05-08,2026-05-08,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-08,2026-05-08,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-08,2026-05-08,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-08,2026-05-08,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-05-08,2026-05-08,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-05-08,2026-05-08,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-05-08,2026-05-08,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-08,2026-05-08,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-08,2026-05-08,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-08,2026-05-08,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-08,2026-05-08,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-08,2026-05-08,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-08,2026-05-08,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-08,2026-05-08,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-08,2026-05-08,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-07,2026-05-07,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-05-07,2026-05-07,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-07,2026-05-07,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-07,2026-05-07,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,3.18,153,177,,,,,,,,
2026-05-07,2026-05-07,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-07,2026-05-07,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,6.7,277,321,,,,,,,,
2026-05-07,2026-05-07,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-07,2026-05-07,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,4.51,172,242,,,,1,4.51,,,
2026-05-07,2026-05-07,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,15.28,1100,1495,,,,,,,,
2026-05-07,2026-05-07,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,20.48,876,1235,,,,,,,,
2026-05-07,2026-05-07,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-07,2026-05-07,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-07,2026-05-07,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,9.55,543,676,,,,,,,,
2026-05-07,2026-05-07,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-05-07,2026-05-07,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-07,2026-05-07,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-07,2026-05-07,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-07,2026-05-07,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-05-07,2026-05-07,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-05-07,2026-05-07,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-05-07,2026-05-07,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-07,2026-05-07,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-07,2026-05-07,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-07,2026-05-07,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-07,2026-05-07,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-07,2026-05-07,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-07,2026-05-07,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-07,2026-05-07,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-07,2026-05-07,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-06,2026-05-06,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-05-06,2026-05-06,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-06,2026-05-06,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-06,2026-05-06,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,3.33,115,131,,,,,,,,
2026-05-06,2026-05-06,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-06,2026-05-06,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,6.88,317,385,,,,,,,,
2026-05-06,2026-05-06,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-06,2026-05-06,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,5.1,233,343,,,,,,,,
2026-05-06,2026-05-06,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,12.63,1036,1378,,,,,,,,
2026-05-06,2026-05-06,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,19.44,955,1225,,,,1,19.44,,,
2026-05-06,2026-05-06,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-06,2026-05-06,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-06,2026-05-06,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,7.99,584,729,2,actions:click_to_call_native_call_placed,3.995,,,2,,
2026-05-06,2026-05-06,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-05-06,2026-05-06,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-06,2026-05-06,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-06,2026-05-06,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-06,2026-05-06,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-05-06,2026-05-06,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-05-06,2026-05-06,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-05-06,2026-05-06,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-06,2026-05-06,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-06,2026-05-06,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-06,2026-05-06,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-06,2026-05-06,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-06,2026-05-06,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-06,2026-05-06,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-06,2026-05-06,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-06,2026-05-06,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-05,2026-05-05,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-05-05,2026-05-05,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-05,2026-05-05,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-05,2026-05-05,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,2.8,100,114,,,,,,,,
2026-05-05,2026-05-05,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-05,2026-05-05,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,5.2,206,243,,,,,,,,
2026-05-05,2026-05-05,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-05,2026-05-05,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,6.7,306,383,,,,,,,,
2026-05-05,2026-05-05,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,7,667,776,,,,,,,,
2026-05-05,2026-05-05,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,11.76,525,639,,,,,,,,
2026-05-05,2026-05-05,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-05,2026-05-05,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-05,2026-05-05,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,9.22,766,934,,,,,,,,
2026-05-05,2026-05-05,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-05-05,2026-05-05,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-05,2026-05-05,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-05,2026-05-05,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-05,2026-05-05,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-05-05,2026-05-05,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-05-05,2026-05-05,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-05-05,2026-05-05,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-05,2026-05-05,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-05,2026-05-05,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-05,2026-05-05,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-05,2026-05-05,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-05,2026-05-05,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-05,2026-05-05,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-05,2026-05-05,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-05,2026-05-05,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-04,2026-05-04,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-05-04,2026-05-04,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-04,2026-05-04,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-04,2026-05-04,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,2.25,68,72,,,,,,,,
2026-05-04,2026-05-04,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-04,2026-05-04,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,3.06,126,140,,,,,,,,
2026-05-04,2026-05-04,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-04,2026-05-04,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,2.81,181,262,,,,,,,,
2026-05-04,2026-05-04,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,10.31,723,968,,,,1,10.31,,,
2026-05-04,2026-05-04,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,12.45,400,534,,,,,,,,
2026-05-04,2026-05-04,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-04,2026-05-04,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-04,2026-05-04,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,8.07,592,704,,,,,,,,
2026-05-04,2026-05-04,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-05-04,2026-05-04,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-04,2026-05-04,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-04,2026-05-04,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-04,2026-05-04,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-05-04,2026-05-04,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-05-04,2026-05-04,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-05-04,2026-05-04,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-04,2026-05-04,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-04,2026-05-04,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-04,2026-05-04,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-04,2026-05-04,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-04,2026-05-04,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-04,2026-05-04,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-04,2026-05-04,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-04,2026-05-04,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-03,2026-05-03,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-05-03,2026-05-03,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-03,2026-05-03,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-03,2026-05-03,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,4.16,165,187,,,,,,,,
2026-05-03,2026-05-03,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-03,2026-05-03,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,6.27,230,260,,,,,,,,
2026-05-03,2026-05-03,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-03,2026-05-03,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,5.32,210,295,,,,,,,,
2026-05-03,2026-05-03,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,13.34,823,1079,,,,,,,,
2026-05-03,2026-05-03,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,22.67,706,881,,,,,,,,
2026-05-03,2026-05-03,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-03,2026-05-03,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-03,2026-05-03,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,11.81,936,1132,,,,,,,,
2026-05-03,2026-05-03,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-05-03,2026-05-03,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-03,2026-05-03,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-03,2026-05-03,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-03,2026-05-03,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-05-03,2026-05-03,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-05-03,2026-05-03,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-05-03,2026-05-03,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-03,2026-05-03,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-03,2026-05-03,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-03,2026-05-03,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-03,2026-05-03,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-03,2026-05-03,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-03,2026-05-03,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-03,2026-05-03,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-03,2026-05-03,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-02,2026-05-02,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-05-02,2026-05-02,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-02,2026-05-02,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-02,2026-05-02,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,1.16,67,72,,,,,,,,
