"Reporting starts","Reporting ends","Campaign name","Campaign delivery","Ad set budget","Ad set budget type","Amount spent (USD)",Reach,Impressions,Results,"Result indicator","Cost per results",Leads,"Cost per lead (USD)",actions:click_to_call_native_call_placed,Contacts,"Cost per contact (USD)"
2026-05-02,2026-05-02,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-02,2026-05-02,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,2.64,138,159,,,,,,,,
2026-05-02,2026-05-02,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-02,2026-05-02,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,3.34,151,196,,,,,,,,
2026-05-02,2026-05-02,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,7.9,368,484,,,,,,,,
2026-05-02,2026-05-02,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,8.49,349,438,,,,,,,,
2026-05-02,2026-05-02,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-02,2026-05-02,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-02,2026-05-02,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,8.37,785,888,1,actions:click_to_call_native_call_placed,8.37,,,1,,
2026-05-02,2026-05-02,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-05-02,2026-05-02,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-02,2026-05-02,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-02,2026-05-02,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-02,2026-05-02,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-05-02,2026-05-02,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-05-02,2026-05-02,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-05-02,2026-05-02,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-02,2026-05-02,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-02,2026-05-02,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-02,2026-05-02,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-02,2026-05-02,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-02,2026-05-02,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-02,2026-05-02,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-02,2026-05-02,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-02,2026-05-02,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-01,2026-05-01,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-05-01,2026-05-01,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-01,2026-05-01,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-01,2026-05-01,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,3.05,163,181,,,,,,,,
2026-05-01,2026-05-01,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-01,2026-05-01,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,4.57,185,206,,,,,,,,
2026-05-01,2026-05-01,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-01,2026-05-01,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,2.87,104,150,,,,,,,,
2026-05-01,2026-05-01,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,10.06,449,569,,,,,,,,
2026-05-01,2026-05-01,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,14.62,362,447,,,,,,,,
2026-05-01,2026-05-01,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-01,2026-05-01,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-01,2026-05-01,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,8.29,584,750,1,actions:click_to_call_native_call_placed,8.29,,,1,,
2026-05-01,2026-05-01,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-05-01,2026-05-01,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-01,2026-05-01,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-01,2026-05-01,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-01,2026-05-01,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-05-01,2026-05-01,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-05-01,2026-05-01,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-05-01,2026-05-01,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-01,2026-05-01,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-01,2026-05-01,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-01,2026-05-01,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-01,2026-05-01,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-01,2026-05-01,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-01,2026-05-01,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-01,2026-05-01,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-05-01,2026-05-01,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-30,2026-04-30,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-04-30,2026-04-30,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-30,2026-04-30,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-30,2026-04-30,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,2.84,125,147,,,,,,,,
2026-04-30,2026-04-30,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-30,2026-04-30,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,4.26,166,203,,,,,,,,
2026-04-30,2026-04-30,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-30,2026-04-30,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,2.55,83,125,,,,,,,,
2026-04-30,2026-04-30,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,12.49,342,518,,,,1,12.49,,,
2026-04-30,2026-04-30,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,19.01,336,470,,,,,,,,
2026-04-30,2026-04-30,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-30,2026-04-30,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-30,2026-04-30,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,8.98,461,649,,,,,,,,
2026-04-30,2026-04-30,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-04-30,2026-04-30,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-30,2026-04-30,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-30,2026-04-30,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-30,2026-04-30,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-04-30,2026-04-30,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-04-30,2026-04-30,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-04-30,2026-04-30,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-30,2026-04-30,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-30,2026-04-30,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-30,2026-04-30,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-30,2026-04-30,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-30,2026-04-30,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-30,2026-04-30,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-30,2026-04-30,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-30,2026-04-30,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-29,2026-04-29,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-04-29,2026-04-29,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-29,2026-04-29,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-29,2026-04-29,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,3.41,136,147,,,,,,,,
2026-04-29,2026-04-29,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-29,2026-04-29,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,5.78,184,217,,,,,,,,
2026-04-29,2026-04-29,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-29,2026-04-29,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,4.72,132,218,,,,,,,,
2026-04-29,2026-04-29,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,14.15,512,747,,,,1,14.15,,,
2026-04-29,2026-04-29,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,17.78,504,689,,,,2,8.89,,,
2026-04-29,2026-04-29,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-29,2026-04-29,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-29,2026-04-29,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,9.23,449,593,,,,,,,,
2026-04-29,2026-04-29,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-04-29,2026-04-29,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-29,2026-04-29,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-29,2026-04-29,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-29,2026-04-29,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-04-29,2026-04-29,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-04-29,2026-04-29,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-04-29,2026-04-29,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-29,2026-04-29,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-29,2026-04-29,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-29,2026-04-29,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-29,2026-04-29,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-29,2026-04-29,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-29,2026-04-29,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-29,2026-04-29,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-29,2026-04-29,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-28,2026-04-28,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-04-28,2026-04-28,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-28,2026-04-28,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-28,2026-04-28,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,2.78,105,123,,,,,,,,
2026-04-28,2026-04-28,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-28,2026-04-28,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,4.36,249,299,,,,,,,,
2026-04-28,2026-04-28,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-28,2026-04-28,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,4.09,112,238,,,,2,2.045,,,
2026-04-28,2026-04-28,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,14.28,509,808,,,,,,,,
2026-04-28,2026-04-28,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,19.69,438,640,,,,,,,,
2026-04-28,2026-04-28,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-28,2026-04-28,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-28,2026-04-28,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,9.13,481,615,,,,,,,,
2026-04-28,2026-04-28,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-04-28,2026-04-28,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-28,2026-04-28,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-28,2026-04-28,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-28,2026-04-28,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-04-28,2026-04-28,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-04-28,2026-04-28,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-04-28,2026-04-28,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-28,2026-04-28,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-28,2026-04-28,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-28,2026-04-28,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-28,2026-04-28,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-28,2026-04-28,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-28,2026-04-28,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-28,2026-04-28,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-28,2026-04-28,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-27,2026-04-27,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-04-27,2026-04-27,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-27,2026-04-27,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-27,2026-04-27,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,3.72,124,143,,,,,,,,
2026-04-27,2026-04-27,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-27,2026-04-27,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,7.24,246,275,,,,,,,,
2026-04-27,2026-04-27,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-27,2026-04-27,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,4.54,157,280,,,,2,2.27,,,
2026-04-27,2026-04-27,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,12.19,511,809,,,,1,12.19,,,
2026-04-27,2026-04-27,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,20.63,583,776,,,,,,,,
2026-04-27,2026-04-27,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-27,2026-04-27,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-27,2026-04-27,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,8.68,498,647,,,,,,,,
2026-04-27,2026-04-27,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-04-27,2026-04-27,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-27,2026-04-27,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-27,2026-04-27,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-27,2026-04-27,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-04-27,2026-04-27,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-04-27,2026-04-27,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
2026-04-27,2026-04-27,"Post: ""Our state-of-the-art, award-winning full service...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-27,2026-04-27,"Post: ""In case you missed our February birthday...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-27,2026-04-27,"Post: ""What our happy customers are saying!""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-27,2026-04-27,"Post: ""Some good tips in here for keeping your dog safe...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-27,2026-04-27,"Post: ""January is #NationalTrainYourDogMonth
Our...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-27,2026-04-27,"Post: ""Oh come on!  How cute is this?   
People UPS""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-27,2026-04-27,"Post: ""Do you believe in the human-animal bond AND have...""",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-27,2026-04-27,"Optimize for Lead Generation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-27,2026-04-27,"Doggie Daycare 201707",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-26,2026-04-26,"TOF | Creative T | FREE Dog Training Evaluation",inactive,10,Daily,0,0,0,,,,,,,,
2026-04-26,2026-04-26,"ET  | Awareness_Broad | CBO | Calls | Social Events",active,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-26,2026-04-26,"Lead Campaign",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-26,2026-04-26,"ET | MOFU | Lead | ABO | Training + Boarding",active,"Using ad set budget",0,4,168,193,,,,,,,,
2026-04-26,2026-04-26,"Dog Training Fall 2017",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-26,2026-04-26,"ET | TOFU | Lead | ABO | Boarding",active,"Using ad set budget",0,6.15,353,408,,,,,,,,
2026-04-26,2026-04-26,cou,inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-26,2026-04-26,"ET | MOFU | Contact | ABO | Training + Boarding",active,"Using ad set budget",0,5.73,193,321,,,,,,,,
2026-04-26,2026-04-26,"ET | TOFU | Contact | ABO | Boarding",active,"Using ad set budget",0,12.88,599,876,,,,1,12.88,,,
2026-04-26,2026-04-26,"ET | TOFU | Lead/Contact | ABO | Training",active,"Using ad set budget",0,18.58,515,650,,,,,,,,
2026-04-26,2026-04-26,"ET | MOFU | Lead - Call (+40%)| ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-26,2026-04-26,"ET | TOFU | Lead - Call (+40%) | ABO | Training + Boarding",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-26,2026-04-26,"ET | TOFU | Lead - Only Calls | ABO | Training + Boarding",active,"Using ad set budget",0,10.26,460,681,1,actions:click_to_call_native_call_placed,10.26,,,1,,
2026-04-26,2026-04-26,"New Sales Campaign",inactive,25,Daily,0,0,0,,,,,,,,
2026-04-26,2026-04-26,"Training Campaign October",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-26,2026-04-26,"TOF | Winners | FREE Dog Training Evaluation",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-26,2026-04-26,"DogiZone - Traffic - Jobs",inactive,"Using ad set budget",0,0,0,0,,,,,,,,
2026-04-26,2026-04-26,"Engagement - DogiZone",inactive,7.66,Daily,0,0,0,,,,,,,,
2026-04-26,2026-04-26,"Traffic - DogiZone",inactive,8.33,Daily,0,0,0,,,,,,,,
2026-04-26,2026-04-26,"Brand - DogiZone",inactive,4,Daily,0,0,0,,,,,,,,
